row,col
1874,363
1691,1433
1612,1233
1004,1001
1860,1998
1595,1932
1895,1875
1755,2009
2429,1149
2415,2447
2088,1486
2142,2230
1392,1089
2155,204
297,31
1678,1581
2264,130
1765,269
1893,1432
688,1540
2334,840
1395,662
1994,1223
2051,590
2268,2212
1624,2042
668,1665
2315,1034
1229,671
732,1403
1658,2160
1746,306
1913,2184
2404,305
1943,814
2237,1483
1490,1868
1693,1494
2421,1754
1452,552
2289,949
2301,1242
1787,607
1353,344
1686,2144
1977,724
1887,468
2432,861
2018,1892
1699,1590
2301,12
1306,1117
609,1515
1768,1204
1461,1543
1896,2286
2100,2379
676,1361
246,168
2318,1504
1567,1540
1879,1469
677,1367
1563,674
2360,1896
757,891
1708,274
1330,1059
1375,201
2347,2301
832,906
621,767
1793,1435
2345,1484
2204,2241
1430,268
1632,487
555,1017
2087,428
668,1563
377,2176
1850,662
2310,1102
2126,1067
2106,1908
1764,2250
1662,1511
1763,1674
1382,1693
2285,581
784,2178
1510,1801
1489,1460
1980,438
2350,58
381,1350
2206,1463
1242,794
1997,1362
1600,2040
2408,2168
1500,455
2251,891
2317,445
1713,2397
2067,765
2001,784
2355,44
2268,90
1760,589
1358,1686
1981,926
682,1556
28,230
759,1610
1349,1116
2004,1824
2090,1360
1835,110
1590,1453
1957,1281
488,1093
2090,779
56,71
2447,2269
1230,1847
1948,1336
1991,176
1983,285
1748,1479
1795,1245
420,977
460,2205
1714,438
1382,1695
2192,4
1794,680
707,612
762,747
623,1243
1638,1597
66,37
1942,1516
1561,1336
1923,372
2231,2273
1812,619
2083,53
2059,1213
571,744
1345,153
799,826
2416,1455
893,1803
1337,195
1474,1502
1961,126
1764,2137
2423,43
1477,1756
1921,1878
2297,1688
2153,1150
2187,1549
877,1839
721,1703
1489,1669
1360,159
2362,2230
1589,1804
656,1676
2071,1472
2048,485
1511,354
1021,903
495,846
1557,1143
1472,1440
359,126
655,1315
2092,1564
2346,947
2056,198
2129,1871
667,2171
1506,598
531,1389
994,894
2426,354
1848,1826
2416,245
1251,1768
483,1095
913,929
480,1396
2185,39
2191,545
1683,140
1894,1466
566,1012
536,1370
2272,918
1895,1224
336,1000
1417,1360
2288,21
2034,261
522,1244
783,2145
579,985
1718,583
2013,551
1937,314
1827,1691
2116,1754
1666,1288
1342,161
306,2227
1916,1736
2346,687
2280,2070
1582,1945
1964,1515
1831,1274
692,638
1861,1762
342,24
591,596
462,670
578,1028
1652,153
2194,1969
445,768
1525,1835
1831,287
1582,1643
926,2223
1234,1146
478,601
297,69
1932,536
538,708
620,1568
2272,543
749,695
1050,876
981,1073
2138,2360
1602,432
2118,1104
2146,1753
428,1306
1737,1409
1334,160
2034,1367
2019,1369
1265,644
569,640
1607,1395
686,925
2265,839
1254,768
1838,673
1870,1438
2294,1487
1700,604
2369,58
2036,1474
1676,2101
719,1451
1314,769
1418,1266
1999,690
1728,1930
1921,121
1905,1240
417,1370
431,825
1890,1036
1609,600
1407,165
800,781
1151,987
2090,2091
2360,1804
1701,2169
2382,1244
2192,568
1652,1670
2216,2228
2232,1864
1037,1057
1545,1185
535,1535
1731,1996
1345,180
1773,1284
1609,1848
780,852
1828,1081
2318,1834
1502,217
1321,1233
1798,665
1573,1943
1880,1207
400,151
2336,1386
1891,832
2217,1830
464,1099
2380,889
2444,194
1368,937
592,1077
2303,100
1796,2190
2096,50
1497,1730
1954,1805
1466,464
2043,2151
1366,1283
544,1184
416,1155
1730,1463
2055,371
325,1355
1468,1106
517,755
2146,473
2345,914
578,583
1464,127
540,1167
1928,1370
1724,282
1735,1927
1802,1712
2250,1809
712,664
118,169
2380,569
363,1401
2217,1043
2312,1171
2256,328
2067,2071
1785,1829
2317,1523
761,1398
2064,1972
1380,254
1825,639
2236,663
1795,638
2384,500
2223,647
2366,2166
1927,593
2383,1118
2123,1187
2256,2113
2230,750
2124,846
1940,1261
1149,1014
336,874
2232,1586
2000,1612
1959,846
2200,190
2036,2013
2049,599
759,916
1816,1134
2310,833
2023,694
516,1359
2266,1674
1302,854
2225,305
2337,2262
1716,305
1819,2293
1993,848
1628,1438
1995,1973
2334,2422
2173,1038
2325,35
1017,847
1995,1191
2224,1549
1384,1696
1151,956
2065,1627
402,1236
2238,679
1755,464
1284,1690
2221,378
2322,1217
1541,220
1682,2121
1098,976
2247,2145
1719,2378
1946,1814
1745,2293
70,218
1549,1361
2237,1096
1553,1532
2056,546
558,1416
1408,1736
2399,154
2404,1241
1477,1260
752,2189
1576,1535
567,1084
412,1253
2223,290
1770,1443
1890,1632
2336,1655
2240,1131
1495,334
1745,1798
2090,561
2042,901
700,809
2165,1779
1865,2003
361,690
2143,973
1931,910
1620,177
1673,1843
2343,858
857,1788
420,877
1877,1970
1888,1629
1439,1586
2092,1287
1414,1571
2040,120
309,773
2404,470
1465,594
1092,1025
427,751
595,1031
673,1352
2387,782
2279,2004
772,1692
2269,1662
2202,54
1789,424
1497,1660
1343,445
4,276
1557,1395
1553,2427
1666,2132
1892,2311
1985,981
2201,2142
585,1283
2402,1309
510,943
2307,960
2295,1094
785,833
1968,1177
2020,286
570,1255
1883,159
1306,1741
1647,1296
1297,1073
1705,2355
1951,1624
87,237
2354,198
2342,501
612,1601
1798,1234
1886,577
1835,174
1952,1966
1862,2282
1617,1731
2069,2121
1380,992
2147,1449
1678,1327
1698,2447
251,1330
2438,37
2041,898
1908,1453
476,880
1344,318
1812,1354
2081,1734
1709,1509
1974,619
408,1360
1268,1130
545,1246
663,1377
951,2269
1752,1674
513,2153
1941,1773
2157,2093
1624,237
451,684
2306,2230
1589,638
1863,448
2145,2314
1798,2024
1619,502
2244,1609
1718,1365
2286,1629
229,1325
535,616
1427,627
1611,1289
2393,1709
1982,1351
746,1673
2177,508
674,903
2310,354
2323,284
1900,583
2241,1901
1468,1217
279,0
1069,1035
1966,129
2134,2198
2221,1561
693,1041
2447,2246
1945,1501
1069,910
708,1571
2218,1319
2167,1670
2294,1724
2005,1842
480,1298
2155,796
2376,621
1859,495
1379,551
1231,902
1320,273
2318,506
2405,1647
1638,406
1656,2025
2098,697
1796,732
2223,1068
2270,1546
2013,1797
2255,1092
1602,1832
2391,482
1622,190
2343,1058
2406,229
2183,2439
1814,427
764,1673
1794,716
1525,1105
2300,2059
1520,1116
2199,2257
1824,1087
1461,1861
1436,1015
2159,1447
2131,876
1649,1929
885,813
1428,137
358,64
2343,635
2370,1689
615,1473
1946,1873
2046,1303
1961,700
2061,645
1756,1886
2358,88
1305,223
1301,771
1680,243
1782,625
857,2261
2416,1410
404,1093
1308,1739
1873,312
1869,615
2158,1839
1505,1216
85,20
706,836
562,1389
1341,776
1846,2274
576,1516
391,1339
1573,1291
446,1467
1786,1862
555,1230
2017,1206
711,955
1967,1293
1800,357
2222,1974
1676,370
1330,1152
1433,276
2086,360
456,832
1466,1175
891,1875
2132,416
1997,1585
527,2160
913,960
572,679
195,1335
764,1691
2216,1081
565,1356
2130,2185
2440,1421
1256,654
1598,2025
1698,1959
1544,1625
1266,796
2366,775
1873,1325
1877,2296
460,1382
690,1476
2088,884
2361,1263
2121,1351
960,892
2031,384
739,1403
1895,1868
697,838
1455,1633
1395,1351
2060,2399
2328,2322
2074,671
1777,2142
1193,924
1472,573
490,1135
2317,1628
384,1358
1988,257
1979,249
1551,1217
1776,2179
2244,2215
654,1523
1503,480
2392,1049
1983,2100
879,1784
212,267
1874,479
2246,2196
1676,1391
2033,233
2062,643
369,1162
314,107
394,974
2108,193
486,677
1384,1690
1895,1543
368,107
1529,1615
1193,1699
2334,2128
1776,239
440,817
1929,328
1161,875
646,2156
2074,724
2259,2094
1362,826
626,843
1935,1624
2306,1403
1755,2041
1930,1335
766,1468
1991,1459
2033,1128
1559,652
340,138
1842,1154
1812,1487
816,876
365,1022
1840,1325
1356,650
1699,107
397,1042
1278,904
1528,1642
771,2216
2153,1930
1983,645
2319,1319
435,1129
2037,368
2367,42
401,1174
926,2248
2289,1400
2052,338
2268,754
1908,822
465,910
1897,2107
1719,123
586,705
2079,593
2150,1095
1926,248
713,1717
605,1122
2067,1840
1839,1374
446,1455
1929,295
1979,1962
2277,528
251,1334
1702,232
2225,169
1952,517
1966,151
1655,622
401,2191
1727,1608
2395,1279
1888,1257
2432,1512
472,1323
560,970
358,9
2408,706
1469,1932
2326,1028
2068,2363
2243,968
1954,1240
2277,1392
2266,249
1484,1220
2349,1145
2303,522
896,2252
404,1091
2149,2314
920,1860
1421,350
2157,2257
1779,255
2389,1879
359,1034
2258,1079
2370,941
211,1313
2026,1404
2177,1590
1402,1815
2435,1263
2261,1896
2375,1
72,17
1827,95
468,1098
1500,1095
1895,173
1837,1240
611,848
1680,357
801,801
1885,732
616,1037
2009,968
2050,1012
2039,1616
1635,1067
2197,2318
1518,545
1425,1861
413,2193
2059,1896
354,844
1620,351
1940,2098
1323,339
2287,1918
2141,869
1824,361
2412,2157
1956,945
1444,1431
2289,1188
891,854
633,2119
2036,1579
726,871
696,1631
1829,1524
1443,1243
1667,2174
2442,287
1803,556
2364,319
1983,1976
1814,212
1563,1577
711,816
2032,1711
1804,2270
121,194
1694,408
1874,362
2203,1552
683,1675
2369,1862
1804,2050
344,1276
1583,400
1822,1125
1249,1051
1703,1221
944,872
2211,2076
1681,1248
647,1422
2006,1796
1506,513
1701,1691
1995,545
2304,1084
1955,1845
2210,1835
1966,78
1997,1662
2232,2391
2358,1440
1635,1310
2138,1412
2185,2093
665,1005
1517,335
2257,888
691,630
1563,1721
888,2257
577,2160
1913,1921
1384,197
319,2208
2044,1830
680,1006
688,650
1614,1488
935,947
1359,1101
251,83
1431,2421
1666,2233
319,1290
2085,190
2050,1892
542,808
2346,460
2253,1678
1574,383
2426,1215
2351,844
561,859
2204,853
2180,2313
2221,244
515,814
1686,232
1942,800
1800,1658
883,2275
2357,592
1642,501
1635,132
1566,660
371,1377
1733,1815
1277,1192
597,1589
1888,170
659,643
2030,616
2128,1062
1244,1807
2067,2383
582,1111
2421,395
1077,985
2365,39
1886,747
1371,1719
2344,514
430,1340
1247,1118
1348,953
2285,649
666,971
2203,1344
1419,992
2158,2332
1951,618
111,184
649,2151
1610,238
2381,1394
2338,1742
1906,1814
725,1677
474,1175
1619,668
2280,89
2061,2196
1837,1696
340,18
1738,2056
2243,638
1525,687
1349,810
1271,1054
2259,536
1319,1097
2142,1504
1562,313
2316,1478
1474,1038
1759,1509
476,1016
501,1509
2191,1985
1528,643
1567,1845
706,668
2353,1223
2340,16
416,1025
1961,1847
1719,1290
1376,1276
765,914
108,191
2366,1599
1875,1581
2027,2067
1881,2165
2379,379
1826,586
346,964
554,1555
2048,473
1811,1290
510,784
2077,2114
612,1610
1475,170
2295,1571
1746,305
2,44
2435,82
1591,432
1368,1208
2225,114
1013,1039
2316,1352
1792,1322
2431,426
2157,300
1648,2191
2186,469
1844,1396
1660,1853
1259,1742
2424,1740
2232,1831
828,1787
2107,1166
2143,1794
1783,2260
574,1544
2100,1230
2177,2391
499,1163
1687,1409
2205,731
1429,298
2221,1465
1321,744
981,961
1691,2169
2152,152
991,982
2247,773
707,1447
291,2223
1681,441
1240,1163
1884,2325
2429,1680
2104,1164
630,1188
1342,1209
1616,1753
1622,1520
2359,438
1573,1665
1761,1427
517,1112
464,1325
1646,1512
559,601
1888,594
1854,307
1015,909
2143,676
1968,1241
2438,694
2322,602
1421,223
1553,1740
502,989
1919,1251
918,1830
1757,1593
455,1307
1991,491
1400,1263
1808,2122
2269,1721
2379,539
2336,2361
2069,2002
2002,356
850,2163
1610,1898
1971,1548
399,1327
92,20
2318,1540
2109,2151
2274,1773
1807,2379
2293,1478
1498,1642
2037,1623
1820,221
336,2236
1457,395
2331,2425
466,948
1310,813
877,2264
1323,1796
1229,1114
1995,1778
1741,2400
2235,1809
2003,1985
688,1446
1291,612
2272,1054
1912,1159
2384,1011
1644,543
1130,890
496,734
1674,589
1430,1274
915,1819
730,2156
1762,1290
1534,1262
729,909
1405,1334
1894,2224
2170,1183
2143,600
2018,656
1638,1416
1776,567
2183,2368
2300,953
647,1599
204,1308
1452,1297
1898,1599
2142,669
2308,1866
2235,2273
1691,1323
2275,281
1665,2110
1632,1381
1575,1135
1514,414
2229,666
1489,1664
418,816
2053,1416
49,126
2275,393
1362,296
1929,1049
857,2215
1765,2310
158,165
2260,2283
2190,705
1090,1088
1804,1302
1658,2080
626,1467
1567,216
2082,343
620,1581
1806,1967
2043,1089
2345,1209
1708,523
2178,1619
1430,1498
1624,129
526,943
2288,1945
2184,575
2148,569
1671,1301
440,749
2229,71
1555,443
1699,2309
300,1291
1472,1120
332,1351
2037,643
1651,209
1557,334
2236,2025
2299,1518
733,1504
1489,1369
1919,786
2410,1564
469,2211
1650,1354
1816,2367
1689,109
1959,509
660,666
1358,1758
2312,550
1918,1606
820,806
2336,323
1496,1531
1364,339
487,2164
2200,1943
681,1046
2220,1204
1960,109
417,1350
2036,2104
155,267
522,1001
2183,564
2238,1691
2211,984
1732,1271
10,58
399,683
2234,2182
642,1056
2385,1637
1730,2076
1634,1645
1492,1133
533,854
2109,1432
2091,1325
1784,2163
2244,794
2135,922
1774,706
2049,2180
1586,1063
1871,2141
1895,860
2394,2348
2220,76
2101,1677
1808,302
1315,216
2321,2243
1784,1333
2084,1922
1726,1308
1793,1629
1775,1430
2188,1681
1093,1069
2338,77
2164,1951
2442,51
2038,542
1624,2224
1651,1404
2272,1291
1211,1023
1400,255
1747,1165
2341,1358
423,1101
303,14
623,856
2208,795
588,1229
2346,130
1836,1815
2327,782
1444,1575
374,2263
975,1060
1749,2040
1543,1244
2313,2160
384,1295
1350,1030
1882,1072
2266,170
1588,1141
1693,2187
1293,1683
353,64
400,732
1971,1116
2247,1798
2235,444
979,956
2209,1968
2285,131
1706,547
664,849
2160,108
1793,736
2312,1570
1285,1029
465,629
2180,2402
2026,676
1604,1097
1034,836
2032,2233
794,871
2195,2446
516,805
1240,1081
1845,259
1787,2404
2421,2144
632,2136
2010,1704
2261,1927
1200,1020
2224,2229
742,733
2443,2324
2252,294
1400,1099
1669,1475
150,204
2288,1620
10,196
403,1383
1664,358
1988,101
1682,1994
416,1040
1469,1275
2014,1797
1579,2414
2254,1510
2217,577
587,1525
383,1028
843,872
2306,1406
1735,1321
1225,679
754,922
2277,2083
2314,1094
1371,825
2063,2174
608,1248
1350,1182
2174,235
1720,384
700,929
2160,673
1804,1174
2154,2213
994,1074
1572,1515
2404,478
1977,900
2164,1486
1904,776
644,2154
1888,462
2286,2282
626,1614
2109,2436
1986,273
1644,1355
2316,1464
1598,1263
634,849
2312,2380
2035,675
2187,2072
1942,123
1437,196
1370,1253
808,771
1783,398
2376,1198
2313,2069
2350,1787
517,2145
1837,452
1617,1460
2213,1117
1592,1501
1791,1224
1433,1697
2179,2147
2123,490
2237,1841
1550,1428
521,1001
2044,93
2287,1319
1987,1641
759,840
2313,1635
1987,549
1812,1655
1425,1780
1706,1871
275,1342
1969,116
636,599
2180,2112
1891,1403
849,718
2365,1600
683,696
1967,993
1982,1920
2009,961
1445,1065
1950,1280
2445,766
2043,1488
1997,849
2295,876
1979,1530
2197,122
2307,1337
1751,663
1963,1924
1419,541
1632,2221
1967,957
1932,966
1664,2025
1586,1082
735,2163
2303,2365
1952,837
2101,263
1849,1427
1855,1616
2208,414
1278,1123
2420,577
492,743
2075,1724
1721,233
2157,943
2389,649
1103,1039
2410,1327
2281,2264
2275,1769
2205,2105
603,1467
1759,405
1610,201
1811,2373
1227,1033
1692,2147
2336,185
2289,2223
478,1276
1687,1923
1691,1936
2139,66
1928,1620
2282,1979
1556,574
1349,300
946,907
278,1352
601,1320
2421,1235
2145,573
1778,2160
543,641
1960,2079
2048,1299
1848,382
2092,192
398,665
1334,669
1237,1007
2222,607
1498,1394
307,2250
1649,2098
2069,2237
1914,498
2077,1844
1718,1907
2072,1578
1956,510
1538,702
2137,838
1763,1562
2180,2409
2243,316
2392,708
1344,1093
352,1031
2235,101
2418,2335
750,1544
1991,185
2389,1665
282,3
2124,1901
1612,1421
1391,544
629,2145
2330,875
1626,1297
1737,1673
2078,1543
1656,354
2062,2141
1904,1982
1519,1576
1693,1870
1666,1214
2350,2129
535,1545
1722,1210
611,1553
2285,1216
2445,163
1370,197
1209,1818
72,59
336,1391
1537,1382
555,751
87,29
1947,640
302,1386
2360,296
201,25
1540,1740
1373,131
123,95
982,1030
86,154
1797,1712
1276,1793
2414,1377
1486,659
951,936
1342,659
1536,2417
1270,1176
1596,1738
1957,1429
442,1270
2017,1425
2116,1206
2049,2085
826,821
2033,1137
1442,1176
1401,281
1375,1127
2152,1576
1686,1370
1510,605
2246,375
575,1184
2240,2322
2427,206
490,1083
531,1531
1436,1640
2348,1541
2206,1346
2051,992
407,904
598,747
403,867
2430,2432
2035,1857
1926,904
1385,221
475,1064
2180,1090
417,871
332,815
2273,683
2250,2204
1976,1058
1636,595
1958,622
499,846
2369,1764
1432,1711
1522,1235
2419,1035
484,1010
654,726
2406,731
1721,266
456,610
1915,408
2104,116
145,178
1886,1706
1876,1107
2040,1308
274,1294
1579,1430
1438,592
2006,1218
892,1817
1875,1662
452,1260
2143,85
215,126
2359,2243
2037,258
651,1583
2030,999
2196,2395
1712,123
1927,541
1945,1154
2059,2262
1413,1751
750,764
2214,595
1550,720
1631,1630
1950,431
920,832
1765,2344
2085,1764
375,1344
2387,2324
1490,1554
1952,2063
1826,1774
1354,849
1799,1731
2308,669
1290,1114
1592,1881
2221,959
645,1600
2413,517
2238,1141
2054,1966
404,1035
2376,2282
1285,1003
2207,867
2130,1067
2262,1891
2120,280
2080,994
1855,1150
2197,1820
2250,2227
662,794
1886,2192
901,2227
2069,438
1583,1162
2149,503
1861,628
1287,1787
1578,234
2259,45
2134,1039
2399,224
449,2169
1501,1749
731,1654
728,1665
758,1464
1522,1554
1451,1636
1878,733
782,2155
1667,2177
554,599
1504,1261
1924,1501
1504,2437
1947,1053
177,186
1297,1160
114,275
1784,249
1954,387
435,1011
2272,1721
1408,1149
2378,140
1350,831
1335,359
2128,1373
2261,2272
1866,1300
271,1381
1648,484
279,44
540,712
755,959
2271,1348
1333,1222
2223,1413
2109,431
1435,1258
1539,1453
872,746
1380,539
2167,2191
1759,344
2125,1300
484,746
1608,1561
2315,345
2189,795
2232,937
547,1135
778,958
2298,705
2337,397
2413,1229
770,1642
1700,2310
2095,2339
2296,815
663,674
380,959
2231,2030
1535,281
1898,1650
1420,1683
1554,1579
1722,1493
480,843
1200,933
1428,1503
2326,1136
2119,2230
875,2195
2067,2063
442,1075
2054,1153
1777,1166
1448,226
76,55
1374,192
1919,233
439,993
1885,601
1500,1889
1452,1549
2089,86
2418,2340
2207,1820
1539,259
1560,494
508,1465
1472,243
2287,194
1968,1689
1961,237
515,1100
1285,1849
2411,245
1921,847
1951,1258
2060,1025
1863,625
1658,659
1617,1794
1936,1073
2339,777
2240,1294
1660,137
705,2147
1586,1843
2037,1462
1888,603
2329,1261
2084,1256
1591,1613
1465,254
646,785
2111,712
2245,1853
1670,1463
1762,233
1898,1858
1481,1674
2322,745
1735,1737
1564,1221
1398,572
1889,1383
1409,1783
2194,1404
2177,665
2195,1766
1923,1966
1610,1516
2373,1273
684,1515
1582,1120
2189,1591
587,1422
2293,163
2199,1626
2068,763
2144,905
1995,1459
2175,222
2234,215
2270,2430
153,32
2265,1793
2112,890
1227,1753
1940,708
2090,267
366,749
1863,1451
2140,388
1643,1818
177,102
1913,143
1708,291
1755,2217
1804,2264
1496,1063
393,958
2402,2140
2136,427
1120,1035
1443,1017
2441,1050
672,597
904,2221
1849,1886
2198,1345
1462,287
542,655
2374,1218
1781,1705
2191,648
1650,2155
2199,502
1767,624
1381,951
415,853
685,1600
2183,257
2254,1783
1403,1834
425,1287
1616,1957
1572,379
2069,2045
1630,443
1672,2160
1630,1723
585,922
443,1321
573,1312
1458,598
1651,2225
2130,2447
1732,2213
1814,1850
1598,1232
1442,1845
2132,1757
779,671
2064,849
2081,1939
90,272
2315,283
2215,2406
98,97
2048,1207
1263,645
1480,1886
1300,155
755,1479
2315,1690
1882,2128
1898,1266
1691,352
2274,1412
2025,1093
2216,53
2285,1028
2417,451
2327,1816
280,2217
1911,1588
2380,1673
2077,830
1665,222
2291,711
1584,1732
2435,244
1986,1315
1202,896
1558,139
1641,1882
2301,1935
1002,1026
2429,172
409,996
1457,1045
1970,701
2050,337
2312,1079
2404,1121
1916,1075
2157,638
2119,109
1882,1913
1636,1815
1202,749
1691,1252
75,180
2378,1113
1071,1061
604,1627
2349,2214
364,756
1278,1026
1393,527
1918,1513
1248,652
1887,621
2379,1259
1909,1752
1589,513
2339,474
2243,2265
2326,292
2357,2321
105,214
1669,1782
2083,2400
375,1055
2250,1718
2197,1665
427,1117
1752,2332
1644,2136
2130,1896
2381,922
1763,1553
1646,2161
1806,272
1999,1458
2316,1576
2185,2234
1543,1748
1909,541
2105,1873
1797,2148
1662,2046
2391,1288
2290,621
2268,1640
2184,312
1890,1388
1580,1748
2431,424
2001,1531
1725,1575
321,69
1777,421
788,2164
1747,414
1382,1114
2344,1100
1735,1396
674,1517
2025,2077
1796,513
1892,735
707,828
2345,2141
1101,867
746,2150
1434,655
1447,1852
1660,218
496,1266
1636,554
1622,1365
1315,217
2002,1194
1784,573
849,2193
2299,585
2321,1942
339,2235
730,867
784,847
631,1174
2284,2134
2300,703
1253,843
2037,834
1440,1819
2172,232
494,807
802,815
531,1517
1585,1467
1189,775
2198,1415
432,1299
155,303
1418,1539
831,878
1841,1150
2161,149
828,2170
2013,159
2364,2296
581,1144
1768,1531
2025,1978
2370,1126
1316,859
2202,958
1819,765
1672,337
255,95
1458,1844
1972,1558
2105,1907
2205,1765
527,2168
2031,1083
2008,1373
2264,187
361,815
2395,1405
1855,655
2323,1840
1820,2073
2267,2247
2110,867
866,1832
727,642
1478,550
1518,587
1814,608
2436,255
1744,1348
2260,180
2076,1933
2086,1309
1813,1277
2011,1451
2431,1670
2093,733
753,1620
1989,1509
293,1283
1941,1219
2220,1581
757,766
425,922
932,1896
2344,504
1769,585
1599,523
1490,198
