row,col
850,1377
1163,1370
1204,2357
799,1385
903,420
1199,166
878,1711
608,3
1108,236
985,2233
182,1085
241,2409
136,1037
576,211
171,1312
47,916
1985,48
1270,302
1018,1298
298,921
395,463
1265,246
1025,193
1262,485
1315,1425
334,444
732,1289
1035,209
1243,1550
865,1112
925,579
557,290
598,89
802,1346
1121,2055
210,2259
716,2374
253,1206
185,755
131,2333
61,1054
1126,1938
1032,2392
1141,2063
1266,2253
1849,2447
1313,550
961,1891
1004,782
739,46
795,1203
999,1992
1946,2224
1727,10
522,2253
1016,2101
1265,1619
1345,1586
922,1355
283,1062
1027,2388
64,2411
1748,35
1129,565
291,406
1140,2088
1082,1743
941,757
1502,99
120,1020
2368,1908
1063,2232
1633,73
1274,1337
1235,223
774,2400
944,1725
549,546
946,1221
1242,2119
150,877
880,525
987,2042
267,2341
348,1187
1992,2304
986,1878
360,2424
997,473
312,1140
777,5
683,4
316,1113
1097,1230
186,532
16,479
1243,1666
948,2357
1248,1553
802,2376
1948,2327
1108,2398
1303,1542
1163,1363
1151,530
353,2431
851,553
173,429
175,352
558,343
1062,309
996,775
981,1821
552,2385
213,754
1063,2343
1085,1767
300,1261
991,58
1164,2380
961,315
691,1061
173,401
171,624
195,1108
1232,171
22,2349
1640,97
882,1398
920,8
1276,614
449,103
1136,650
540,311
1996,2328
793,1436
1102,1517
859,586
1086,2125
1070,686
197,1194
592,503
596,2325
1104,1913
330,474
898,1063
245,1246
618,314
696,2282
1157,1336
1076,397
1007,2329
152,947
2073,44
1111,318
1075,2178
793,1289
857,49
462,379
948,2313
951,1513
228,1191
173,455
42,885
1358,1640
1005,445
1002,1795
567,2277
1234,527
1236,143
1400,1539
641,137
789,1074
1048,1528
1121,22
1289,127
18,2384
111,2428
1072,1472
2043,2430
991,563
1082,460
1057,2351
210,2340
1747,56
937,1728
1246,1595
675,1309
139,757
1159,386
1928,8
1113,214
1300,508
949,1733
909,1529
621,2229
560,94
669,346
16,649
1170,104
879,601
1294,2376
1154,2416
1184,1511
652,193
910,452
1078,522
178,1102
999,2414
304,1164
1029,777
1000,1492
1088,1439
1193,2322
166,757
82,582
2336,2010
872,1176
427,35
1121,1974
824,482
1065,1267
961,197
702,2190
1291,602
636,124
1946,2434
897,164
65,801
499,83
523,214
997,1454
253,772
6,817
1260,2446
1126,70
528,358
1191,64
1223,299
231,956
508,103
1118,334
1150,2320
1202,2006
815,495
103,788
125,1028
269,630
1322,369
163,972
359,356
290,2401
1256,2432
972,482
1158,1856
965,2394
931,71
921,14
868,234
220,935
1027,795
669,2310
7,352
886,1248
1200,78
159,655
483,557
912,1131
172,1245
1244,2271
962,2187
988,1704
445,415
510,387
1079,2134
943,1915
1198,2206
1278,550
1132,2080
802,2325
1001,678
202,363
925,329
1046,1890
815,545
236,644
447,2367
989,2037
147,482
132,824
1238,1508
1184,1407
958,676
1033,2260
1053,1979
1047,2225
1170,1620
357,2361
1147,180
154,883
1108,1659
2071,24
804,1617
884,1330
1264,1576
191,451
1329,1504
1220,2242
789,2423
877,60
1015,2235
1008,2158
1101,586
591,76
1094,234
262,796
881,1086
212,1196
132,570
1184,239
137,880
208,1243
469,158
1241,2275
2034,35
1215,412
1030,1671
1019,462
1013,54
20,745
715,2306
418,546
1181,2080
1959,2352
879,420
30,795
895,216
892,707
882,46
283,1066
804,1359
778,2310
1192,264
1201,100
991,1918
1108,355
1994,2344
855,689
986,2284
1097,1488
1117,279
1926,2184
1396,25
155,2361
892,1183
22,995
747,1143
137,538
2437,2061
894,38
606,2216
1135,2154
674,1296
2435,1984
1317,1534
1006,1599
767,2388
1790,78
1261,1304
1247,1499
1094,2267
446,2352
666,2264
409,2382
1159,2355
144,2320
486,481
46,2337
1003,1210
1948,2407
1291,1565
693,129
140,2287
1157,2157
968,2381
921,2370
717,88
1182,1423
874,2370
562,261
292,833
889,302
979,1443
150,1224
506,220
509,79
53,1071
1239,575
795,591
1132,2100
1027,1989
778,1128
1158,370
1276,2438
1024,1937
1173,1853
1937,2315
776,1567
70,712
469,319
1244,2443
1017,2
774,1080
924,1504
917,650
850,405
1212,2353
468,460
975,269
1094,186
1044,1487
1338,15
635,2431
561,327
1930,2194
1092,1495
679,1144
330,495
1198,110
1249,79
928,1380
206,2419
340,2268
1156,371
221,2375
873,13
918,2420
218,771
1332,510
133,859
1149,345
303,1247
640,25
239,2335
620,34
1182,2090
248,952
1146,1646
930,779
1357,1403
2421,1998
1972,2114
1855,23
1039,1193
933,2445
1047,1449
305,2431
158,493
1097,243
1095,2293
997,1343
890,1453
2394,1980
872,1309
1813,2423
1975,3
112,508
742,1078
2001,6
807,1174
1112,225
1241,17
816,1643
1281,295
235,420
563,2436
247,2431
1142,1883
1124,649
1216,2398
781,1380
370,2274
1123,615
898,5
1215,591
1068,135
1258,1661
152,760
551,2394
433,432
287,983
1856,2395
889,1525
144,2300
917,1355
519,2239
98,327
171,621
1405,1590
1006,485
1404,1377
661,43
1875,2369
431,421
871,1575
995,1758
1208,271
76,979
869,1376
426,55
135,424
667,2199
1201,258
1062,371
937,1763
985,1167
95,2327
1337,69
182,917
720,1038
874,601
1287,28
1017,1467
459,373
916,1759
451,289
1121,2137
825,1674
951,496
254,2367
2037,40
1792,30
256,1104
970,394
2414,2070
69,625
212,599
2409,1889
949,2008
870,1278
864,41
1327,1351
571,558
1128,716
1193,1451
1076,342
607,235
883,188
283,2341
1035,431
1241,2194
962,1888
1198,164
1174,1551
1112,1913
795,1232
1234,2077
2066,41
1004,730
1194,2332
1188,2199
239,1207
1048,1680
1100,724
642,315
239,2336
1027,1538
291,1234
1293,2248
1336,508
1239,2398
1149,632
1221,18
1008,156
744,2336
1100,1360
148,444
64,599
961,2330
185,809
1288,178
1016,579
676,21
719,1276
867,1706
102,2346
956,1550
1996,2142
1019,1200
1125,338
366,329
660,109
59,924
1302,1304
992,204
725,2189
1159,2298
335,2436
56,886
1003,1954
1054,1652
1095,2260
988,1741
911,176
1352,1619
1095,2365
169,664
110,969
1336,40
984,835
69,778
782,1293
8,2428
158,1278
1035,716
1017,1340
989,162
759,1336
558,2288
821,598
953,49
441,479
1047,1475
1916,2367
148,500
882,107
1240,2220
1964,2134
952,1334
1812,48
784,2429
659,2326
1259,218
1047,630
1092,2006
2048,29
1031,2322
1491,7
1100,1239
1307,2419
582,2419
978,446
507,2359
1058,583
1034,770
754,2274
564,86
1099,2433
388,1221
1584,24
805,1430
1347,1634
725,38
1002,733
1180,1396
1019,2135
1204,582
1481,22
475,336
947,188
790,2391
997,371
450,39
1098,1777
331,660
121,778
999,1662
1097,2071
634,254
565,453
646,2348
378,2308
1068,1904
624,2427
119,351
1232,2367
1274,2166
1210,2145
1404,1526
1152,269
777,478
1068,2324
962,730
1258,72
1181,240
1021,221
570,31
974,1796
1322,110
163,1119
268,834
162,1233
1533,52
803,1350
1013,1496
206,2313
1099,31
1240,503
1002,2333
1322,1334
1001,1311
99,338
658,2389
616,548
1131,550
1288,292
841,2362
969,2250
76,908
345,2314
955,1283
1236,2046
68,377
898,483
1626,32
1010,1231
191,1292
516,446
1128,1664
1228,1520
772,1147
1068,451
574,377
878,1350
1103,1455
111,649
69,768
957,64
1063,2414
811,2411
1224,1970
2023,36
1031,2159
273,379
603,94
253,438
1237,1532
943,394
1179,1615
837,1295
986,1677
1072,274
509,335
1206,2347
13,885
451,31
787,32
742,1154
796,1335
1016,2210
630,457
993,524
974,1189
646,2212
1060,456
1059,244
845,606
1144,1960
1249,523
152,736
498,411
1737,75
770,531
74,1134
950,2385
896,81
862,1660
565,547
1287,380
458,18
1334,102
481,153
408,318
1544,64
2357,2092
1286,35
1275,2296
945,2316
1211,479
980,1290
941,1979
802,995
1141,2184
174,714
725,66
1218,148
884,1564
1127,2441
1070,726
536,2426
422,408
896,330
1099,1844
799,2286
1100,34
324,681
1265,1553
50,782
1307,1457
231,1150
1302,539
1117,129
1000,2172
155,439
2325,2002
1253,170
983,1968
43,2389
400,313
162,512
1591,94
909,2379
1532,35
951,233
2335,1947
1187,2000
1031,1438
1109,1670
1202,2409
936,74
507,312
337,1197
422,429
1061,1246
38,856
981,120
1141,154
1118,247
32,701
943,208
160,2307
832,2322
74,2374
1164,256
1127,236
1022,55
1027,431
951,422
1113,1660
259,573
1233,234
545,285
1243,453
1094,1332
138,2395
1180,1841
2410,1937
279,970
2325,2108
722,1248
214,1014
1079,192
9,393
917,1357
903,217
1182,284
1026,2121
1082,1383
1102,771
1132,2268
840,487
838,1686
835,478
1293,1343
67,766
904,2328
1067,2316
137,755
515,346
360,663
311,642
1310,360
890,286
792,17
1096,1869
1358,1419
372,649
1633,34
1009,2176
847,2307
1318,584
780,437
985,397
1108,1733
776,1237
705,1117
498,138
913,1437
1146,2288
523,2377
1642,45
1059,1844
951,118
1206,72
1313,116
1124,1357
1189,600
840,1220
1219,311
1573,98
1001,2036
1104,1443
223,1288
99,702
1046,220
1183,1481
714,245
1857,30
2000,2270
1045,1790
1032,1344
132,2295
10,734
854,546
893,65
488,163
48,1025
420,613
1139,1896
941,1736
170,527
1106,539
1221,583
588,2299
1040,1590
853,1577
1180,1363
859,194
1091,130
861,332
580,2252
536,503
946,165
1123,1420
1133,1551
601,2376
362,611
1949,2322
625,2443
495,452
1292,2206
1590,110
16,811
1022,1326
1802,82
743,2422
1035,1132
823,1359
1931,2317
335,1196
878,609
1167,2064
1253,1626
966,1270
840,1502
1048,2274
516,23
576,473
1185,2003
1213,2284
571,332
2405,2018
414,2364
31,907
857,1590
166,2321
1393,1509
135,675
901,84
2384,2041
253,876
1152,766
201,451
766,1348
301,902
0,601
1023,1394
809,1380
1178,1426
984,604
792,1331
1125,1720
649,220
201,1248
1160,2241
447,380
1042,2428
1955,2370
1230,222
812,17
845,1518
1222,605
1122,120
1048,1637
1434,74
1151,2067
513,324
292,2379
1342,1618
302,2285
1653,52
1220,1548
948,2315
1156,2069
573,2301
1246,384
93,604
1994,2283
542,381
1201,396
2371,2056
1021,1178
1104,2216
1273,234
1043,152
784,2255
1085,1741
172,1076
787,7
991,119
1040,1839
1155,1447
1060,178
1115,1820
748,1143
1207,2145
279,2352
105,2334
1190,2140
243,1182
1712,86
1311,60
881,1545
1043,2055
207,381
243,1277
1001,2200
708,2381
504,2281
1060,2151
1016,231
1264,1634
1831,77
970,1132
1290,2445
1131,509
964,1493
1262,1388
1109,2384
1007,200
896,319
529,3
1021,1086
387,1247
911,233
1086,2152
1651,62
796,1021
1002,1610
883,1203
309,1038
678,1350
120,1160
24,721
1238,1374
1142,474
832,64
141,968
1085,1836
489,15
1216,2285
206,391
1041,96
85,423
767,2330
963,1554
76,1106
915,76
1111,662
1084,1301
872,1472
1008,1524
1294,2428
55,292
1986,2169
1285,2338
1013,1950
1178,1808
72,2428
789,493
6,2345
1111,1860
299,358
427,297
1151,1591
165,513
745,2412
43,315
1301,62
203,830
996,209
345,2320
1020,1724
1204,2179
915,1643
2001,2273
1986,2247
705,1122
1303,115
1364,1585
197,1278
999,162
817,1699
1067,1504
617,108
1146,1518
948,1562
628,260
867,580
869,1404
541,2427
695,2325
155,650
808,1343
1156,722
802,618
869,1055
282,2258
1315,1490
1639,15
231,2317
927,127
1028,352
1168,1941
1270,2352
374,55
1850,49
1125,1836
1125,1747
183,2389
949,2034
396,345
1076,1525
945,82
1176,259
518,356
1003,247
1953,2445
1108,361
1117,2147
562,2295
1078,507
1078,316
178,958
662,1215
1144,1634
682,542
1047,2278
904,1103
1975,2288
932,1902
385,5
2354,2111
42,616
594,2422
875,585
1110,2292
1371,1611
14,658
935,240
1936,2139
169,646
1934,2389
507,8
1238,157
741,525
989,1273
477,548
936,86
535,87
1150,1873
255,808
6,2431
375,1257
1001,1763
96,2333
1213,2241
2435,1946
2435,1994
1021,2204
828,1685
226,847
252,433
80,2440
1049,573
456,445
24,2447
618,518
734,2253
155,551
1016,1792
1222,293
188,2271
1131,1380
1985,2134
782,472
1098,145
989,146
735,2382
602,295
920,512
1114,468
1103,2210
150,2377
1047,1364
626,377
1148,1488
1033,599
82,2413
812,2446
25,577
1081,1939
1140,2326
937,1272
862,1753
480,215
1088,2162
1282,436
1207,2309
407,2415
1615,51
1102,1327
339,383
181,1046
78,965
870,1423
996,1976
854,1305
1117,362
2053,11
1076,1601
2030,2360
735,1109
1329,29
1940,2336
157,670
521,409
1030,1319
1206,2040
511,455
254,687
969,24
950,2298
967,11
403,2386
983,2432
1072,177
188,2254
2393,2111
1219,2339
199,1075
910,1406
267,1172
1183,625
1060,760
789,1022
121,345
700,1115
1030,1162
1190,442
279,406
667,14
191,354
809,1587
854,1525
1273,2194
437,2401
440,399
1428,113
1105,1599
1143,1812
1073,1598
1128,31
1014,650
1876,2389
53,921
1161,198
1135,2178
1033,2246
788,2341
1260,552
1203,617
1135,2164
707,2260
768,451
986,1916
512,336
1159,2080
559,258
141,767
1976,62
142,1080
1066,1282
1231,1976
1271,40
868,23
1020,2028
230,559
1203,187
1313,2431
1022,1772
1187,1972
282,1167
1267,1351
1131,2162
367,414
182,753
490,35
1131,2000
238,1282
686,2231
958,347
965,1221
4,758
16,349
737,188
1113,1686
904,1375
1077,1909
299,1075
831,1429
1001,2264
288,337
1043,1706
1107,1855
1250,2152
1145,2086
125,1080
1117,2354
722,2332
1250,2265
936,263
1890,74
339,1182
1051,1218
956,453
267,725
1950,2306
1010,712
221,1164
576,2306
1249,110
968,1154
1298,117
1016,2065
1103,2316
499,80
1684,85
2008,2447
714,75
502,121
1183,1407
49,2325
1244,96
2356,2074
2356,2100
1242,2131
797,2411
604,2346
218,663
1020,1309
972,499
1010,733
1530,14
1350,1626
724,2235
1050,1375
1186,1883
1212,2034
595,2438
235,684
1060,1611
593,2305
947,2318
25,965
680,2207
16,484
461,185
696,262
284,2331
96,882
1209,334
829,376
539,2331
1366,1623
702,27
959,1607
996,417
1542,79
1029,1714
590,2332
829,1415
10,811
462,2442
1135,2145
1068,1158
1188,1420
968,209
491,308
343,1206
610,436
1061,2228
763,1347
1063,2349
322,559
127,1157
46,366
2374,1926
713,181
68,1093
757,2248
48,2433
54,969
1158,1818
4,706
902,1229
146,803
231,1176
1125,1456
837,516
118,1041
1327,1648
1051,1830
942,1914
2022,2441
1284,1660
978,2115
582,562
976,262
412,2262
419,412
846,2336
1309,359
277,555
46,2432
598,285
606,2289
244,926
1037,2165
205,351
138,669
685,209
794,1159
1118,2140
1256,601
384,41
900,2317
390,496
492,212
1241,465
976,2347
1271,2141
582,448
1285,237
858,28
546,2270
901,1095
1061,1955
896,529
747,2442
1178,171
1146,137
1550,79
882,108
312,1020
795,1337
1187,538
1128,331
671,84
543,453
1157,1794
1030,1716
999,1438
725,522
394,514
1054,1943
967,2387
984,397
1112,730
80,672
866,1565
711,1301
480,436
1046,1320
1285,201
415,454
712,2314
1059,2234
548,2242
833,2346
983,630
93,2294
144,2349
1937,2208
87,653
855,397
1718,97
1320,548
1076,1280
1928,2204
991,1308
145,1195
794,1143
1168,1855
244,1241
1189,2264
1316,1253
845,1198
346,2294
820,1256
1283,467
558,45
319,657
1190,1590
492,145
1586,81
686,119
221,1150
1073,253
267,820
1968,10
329,1146
844,1733
608,411
1166,2217
1252,2126
1005,1545
1111,1372
1256,228
944,248
1949,2165
48,1045
495,369
274,573
1349,567
901,290
1253,562
1209,257
1220,1590
161,801
1092,1179
1907,2337
985,780
258,563
260,731
1121,174
721,74
1083,1758
962,1855
1085,1651
600,2310
827,2358
1089,2395
1202,1341
657,276
575,463
1118,1473
387,2393
148,909
1166,1357
586,384
914,1576
360,2391
1084,1629
424,438
1857,2432
138,700
1156,109
131,999
583,2219
817,1004
491,2419
1079,619
1017,2288
722,2402
630,273
1087,1456
799,1248
1247,2093
1855,65
99,2431
212,379
1013,1854
625,2325
1146,588
1070,1990
1257,303
876,714
1046,801
1202,2132
550,2342
1094,1384
924,1333
845,1068
831,1359
306,911
900,1407
871,1
2362,2057
1313,1342
1036,14
211,464
540,461
708,2367
1222,1357
1120,1739
640,369
105,322
924,565
877,1640
266,952
257,857
719,2283
1247,14
359,1182
194,1050
2130,17
707,64
317,1253
1387,66
30,766
1065,1883
98,1006
900,506
243,1054
739,543
49,688
992,1501
1249,2155
1267,1464
514,284
1094,565
477,287
103,484
887,272
1080,277
2428,1918
1023,1725
960,1642
1208,498
989,1137
863,383
602,2182
1273,2110
81,714
591,2402
187,488
244,1188
1310,2290
964,814
962,1702
921,1376
972,1931
925,1175
1129,1989
137,473
1086,1269
1069,1680
1086,202
536,211
1079,210
625,400
1067,584
845,372
165,2386
88,1071
885,226
697,91
312,436
34,798
372,382
128,696
729,2320
902,548
1086,2067
746,1107
1187,162
740,1331
279,978
1037,1968
1175,1402
1857,24
154,677
1151,1433
311,2335
430,437
440,32
1067,1831
1052,1525
1249,2112
1203,247
1349,1623
1059,392
1239,1398
1012,225
280,1262
86,597
180,408
1035,1930
13,639
1538,60
976,1621
1005,185
1725,95
74,718
1145,2428
637,452
694,42
99,440
515,2289
1160,741
456,565
591,120
781,52
1249,2272
701,2400
465,308
1222,348
1260,285
1327,109
2332,2025
593,443
1114,2103
502,2207
225,699
633,2373
1123,2162
374,2446
905,1625
796,1453
183,2314
679,1118
1137,1319
923,2422
912,1735
1319,360
768,530
377,521
848,12
1063,467
515,162
1994,2375
161,964
1850,2445
144,975
942,1197
1079,748
1049,1599
447,292
948,2001
1262,2369
1941,2230
36,355
816,2434
1286,1617
752,1091
1002,2092
1014,67
451,2288
770,1019
1126,341
803,499
1131,589
326,486
215,1118
1259,1630
783,1611
1007,1467
1000,2100
931,2341
1627,100
267,559
513,277
985,157
890,989
257,1115
1099,141
1188,1870
1022,458
1224,1592
1267,1401
998,90
1238,576
1087,791
1043,78
1152,2265
1033,1630
273,746
68,772
1041,1523
880,1017
1185,263
952,1148
245,1241
863,1065
1090,364
950,1275
1077,1958
911,85
1996,2202
1181,2304
328,1185
1347,1520
1232,2078
970,1855
1166,2250
103,387
2344,1931
1300,1424
423,342
936,1998
933,1103
86,2401
178,1085
1037,2337
896,1002
1052,2258
249,621
1288,311
723,2190
1164,2393
382,464
613,461
1398,65
333,1061
1077,336
998,2354
1125,1501
1193,2288
1255,2317
507,294
639,1132
1297,424
482,258
1303,107
703,261
1054,1910
877,219
431,43
62,863
1010,1168
1143,1662
1279,2388
194,1227
1171,1651
306,1139
116,391
1243,177
474,97
823,1153
1831,1
1059,298
1309,1275
656,259
871,1261
1197,98
1933,2275
884,1173
388,462
1326,1336
1175,562
1313,477
710,1180
27,807
1361,1380
877,356
489,2274
1050,481
1086,1423
1129,659
184,904
664,270
258,462
148,1239
1246,217
58,916
459,2379
881,618
194,1156
1028,2276
598,2408
978,2018
1201,1954
1053,1412
328,1009
917,1709
1290,1445
950,1902
1410,1613
793,8
2447,1890
1180,1644
1257,1400
882,403
27,778
1585,13
54,571
736,1294
781,1430
1159,159
113,872
73,1121
1016,636
232,647
726,207
251,792
17,376
1169,2192
927,649
1367,38
2029,2338
78,402
527,159
104,959
580,127
27,496
742,528
614,2367
789,2269
216,2317
822,1145
578,2384
421,529
622,361
1055,1862
1253,2044
896,1304
1014,1570
150,702
1014,774
467,189
82,959
1922,2163
977,1648
785,1584
457,100
335,2299
295,2314
307,1216
1394,1393
1115,2055
53,976
1022,2330
477,530
260,912
1210,145
169,742
969,1666
111,530
1176,1897
1232,1608
1095,2028
1075,353
397,400
1594,11
1119,1641
224,752
1102,567
1277,195
662,198
808,2431
975,499
177,499
1118,277
1392,1437
1449,100
98,685
1134,1730
896,1612
1078,2353
1220,122
800,1192
839,1127
315,2301
456,2424
175,637
167,2322
113,1013
1247,2044
1154,1434
797,10
161,1001
980,2137
1934,2235
437,296
498,99
97,1098
1029,536
865,371
1065,290
947,1547
919,1562
1442,76
623,51
22,2364
210,1163
1068,2213
518,250
1192,73
943,385
647,2179
236,357
1209,2359
1299,60
309,2421
1195,2254
1424,100
1059,1652
874,260
203,502
1265,2242
50,2335
245,446
1312,1621
1001,2160
1005,2131
613,2343
498,32
935,769
65,965
481,457
788,594
2423,1953
852,1162
263,604
964,468
1996,58
371,2368
1027,1621
1278,516
545,476
303,502
400,513
951,1158
227,1079
392,64
469,2297
276,2392
1184,19
1088,2437
1039,1561
1106,1400
1299,1571
673,2344
526,118
1283,1307
1246,365
263,808
1175,1950
1694,96
389,608
1970,2443
1772,65
1360,1416
1193,246
1109,2047
823,1351
256,2264
433,44
1173,396
1959,2339
487,312
758,2322
373,426
1294,69
2414,1948
1,446
920,1688
295,845
1291,1470
855,682
537,171
321,600
117,590
588,93
160,862
1045,219
1266,1588
1700,43
1148,764
1231,2106
346,2430
642,95
62,1088
1193,1567
935,1739
1073,1874
802,2400
1962,2325
929,1392
1243,1387
630,267
1226,80
162,978
166,1164
1117,237
977,1774
200,1150
166,1044
1000,1881
796,553
1270,67
1154,1869
1869,2362
1078,2069
1297,1454
1225,1412
776,1103
1278,2277
808,547
1237,350
1080,424
1042,1300
173,2436
1250,2160
1239,123
697,2187
52,895
825,9
697,1282
173,347
1155,1997
95,1033
1018,1807
1985,2362
218,990
1922,2295
774,489
204,380
926,1492
553,158
609,2422
470,2442
356,2412
2004,2215
850,1490
938,1453
838,80
1243,2134
1258,2094
1230,2338
1721,102
1212,1521
274,444
810,557
877,1049
29,848
815,1367
1109,1817
218,841
995,1407
622,487
1211,583
1118,1741
1709,14
1232,2233
1089,133
1044,570
2381,2021
831,498
1032,1823
503,399
773,2338
1094,109
922,1263
113,1113
231,933
1248,1387
1060,2200
1033,39
1190,2418
452,2229
45,2420
