row,col
1216,1181
1179,1159
1845,959
1329,2136
2113,1259
1536,2035
1455,1995
1511,2294
1372,114
1342,1941
810,348
1905,999
1726,846
1479,2251
1417,2352
760,318
1617,721
1680,795
1446,2181
1503,2023
1843,722
1725,749
1259,1910
1709,941
1224,1167
1690,1101
1635,948
1807,858
1564,2339
1302,1275
1581,2360
1790,926
1611,951
789,374
1537,2249
1447,1995
1174,1169
1854,732
1836,840
1816,788
1724,1120
2184,1235
1556,2196
1597,2240
1360,2327
1654,1026
1764,947
1784,1064
1523,808
1789,891
1153,1091
1838,926
2436,1645
813,212
1468,2296
1355,2127
305,522
1383,2031
1537,2379
1638,1047
1674,821
1421,2324
1176,1110
815,216
2209,1275
1588,2353
1366,2139
701,426
1390,2237
1586,2059
802,251
1117,1104
1517,2224
790,396
1365,99
1717,921
1376,2379
769,146
1093,1173
1504,2384
1167,1166
1576,2397
1096,1145
1597,815
1808,781
1197,1137
1497,2299
1270,2011
1839,1047
1453,2339
1763,883
933,1061
1779,990
1411,2055
1626,2277
1146,1174
1474,2012
1374,2248
808,228
1359,2354
802,176
858,167
1602,804
737,451
1285,1246
1613,2359
1380,2076
1437,1975
1414,1910
743,112
1778,745
2126,1262
1316,2064
1747,908
1521,1999
1582,839
1562,2313
1316,2101
1386,2089
700,458
1630,792
1783,941
2100,1248
1202,1263
1285,1981
687,466
1524,793
1520,1951
1781,983
276,502
1233,1235
1541,848
1505,2315
1244,1232
707,439
1112,1176
1580,811
1265,1980
1692,866
1419,2389
1375,2170
778,392
1694,1024
1697,1073
1461,2359
730,503
1451,2312
1373,99
1803,763
1735,1129
244,465
1583,747
1725,1087
1201,1228
1559,2298
1174,1261
644,438
2186,1249
1648,916
1838,1040
1766,1097
1177,1116
1394,123
1311,2275
1652,2311
713,401
769,180
807,158
1711,1088
1144,1246
1522,2295
1340,2337
1272,1892
1565,2245
717,360
2402,1543
1322,1870
1748,899
1706,795
1170,1116
1572,2136
1447,2105
1635,914
1187,1140
1331,2242
1636,2296
1336,2332
1583,2358
1652,800
1729,907
1359,120
1820,838
1867,1043
1603,779
1463,2304
1581,2123
1357,2124
1109,1236
1416,1931
1522,2185
706,452
1675,953
1500,2253
1255,1899
1792,752
1239,1250
1538,2308
1550,2377
1839,921
1176,1138
1545,895
1684,2418
1681,976
1225,1930
1563,2315
1871,898
1394,2358
815,145
1655,2270
1349,2016
281,495
754,90
1680,2251
1837,989
252,488
1597,2163
1722,968
2416,1544
1686,2336
1593,2343
1821,1039
1550,936
858,279
847,114
1875,963
1772,894
1543,807
1524,2026
1832,897
2444,1609
2399,1496
1474,2040
1386,2216
1263,2048
1164,1085
1510,2176
1341,1871
1544,2092
798,136
742,189
1695,891
1543,1985
822,255
756,112
1488,2382
1165,1160
1449,2396
1764,793
1324,2208
1187,1194
1840,713
1145,1088
1208,1212
1756,1049
1760,965
1160,1105
1691,1057
1764,885
1329,2103
1368,2202
1862,1023
1113,1228
1821,929
1888,1018
1343,1882
2377,2188
1789,738
1521,2285
1135,1306
1729,1021
1417,1986
1421,1993
1548,1947
1331,2357
1586,2023
1438,2102
1432,2085
1153,1155
758,456
1261,1288
260,542
1561,2240
1487,2132
1353,2258
805,97
1727,1105
1778,890
1491,2138
1826,880
1622,1025
1798,900
1565,799
1527,790
758,258
1454,2370
748,143
938,1074
1562,2058
2232,1232
1476,2158
1718,765
1528,2347
1257,1928
1801,1030
1900,1015
1784,930
1301,2253
1273,1272
1531,2061
772,382
2102,1257
1852,823
1689,966
806,309
1799,812
1540,2325
1253,1926
1795,1004
729,176
852,264
1834,940
1528,2244
1393,2278
1311,1874
1383,2334
1545,1989
1499,1987
1710,842
1770,735
1639,2360
1472,2096
1125,1275
1499,2112
1253,2019
1749,750
1226,1933
1360,2099
1702,2372
1750,952
1227,1159
1282,1955
1234,1886
1763,1022
1569,2318
1722,737
1619,835
1586,2313
1484,2126
2096,1265
1562,901
1582,855
1818,952
1739,746
2201,1286
1388,2086
712,284
1604,820
1437,2118
1163,1159
1141,1170
1161,1254
1418,2224
1537,2156
1658,910
1656,2406
1360,1910
1646,2300
1801,1070
768,426
1396,117
1357,1998
1593,931
1549,2291
1463,2273
294,546
857,169
1679,837
1374,1889
1747,863
1431,2075
1115,1273
1458,2354
1491,2196
1410,2052
1385,1920
1697,1097
1796,862
1139,1217
1537,2165
1767,828
1328,2239
1492,2201
1417,2318
797,313
1618,879
1428,2414
1277,1261
761,406
1448,2295
1701,957
1574,2023
283,527
1204,1268
1423,2296
1745,854
1398,2080
1514,2232
2218,1226
707,388
884,147
1318,2117
1681,680
1758,1086
1214,1208
1440,2300
1692,1065
1586,2265
1791,910
710,527
1824,814
1377,2002
1096,1105
2411,2186
1149,1196
1682,2403
2441,1646
227,466
1580,2299
1804,958
1528,2131
1300,2061
702,453
1360,2083
1718,652
1550,819
1488,2204
1455,2204
753,429
812,199
709,364
1418,2237
1529,861
1543,847
1415,2053
1386,1973
1552,2232
1604,761
1725,1112
1705,678
1610,852
864,151
1724,1119
1478,2052
1720,921
1405,2401
1396,2402
1730,970
1403,1971
1682,859
1443,2149
1465,2116
753,179
1812,885
1453,2151
1587,796
1419,122
1358,2182
1143,1082
1487,2011
1384,2089
1446,2015
1834,825
1414,1902
1388,2060
1299,1903
1665,2381
717,530
821,181
1338,2082
2169,1239
1719,970
1268,1289
1386,2300
777,343
1820,822
1845,983
1678,801
1878,918
1724,1064
1339,1908
1168,1150
1125,1097
1509,794
1183,1221
752,409
1542,2152
1285,1921
1361,2152
1174,1196
1562,1979
1809,837
1352,1984
1129,1256
867,278
2150,1288
1359,2086
1264,2060
1843,686
1371,2141
1525,2173
278,511
1685,824
1506,2015
1695,1064
791,235
1579,2252
1088,1119
964,548
1523,2273
1541,1941
706,478
1118,1268
1571,2142
1685,762
1586,769
1858,805
995,579
1451,2269
1913,988
1554,855
1544,927
1664,1042
1367,2197
1282,1953
1545,2275
1636,995
1215,1233
1171,1303
750,280
752,436
1488,2198
1212,1134
751,184
1462,2224
1541,2173
2168,1233
1269,2020
1836,887
717,418
1594,2173
1540,2007
681,456
1703,729
1831,2435
2373,2209
729,469
1348,2159
259,484
770,128
1444,2012
842,265
1846,992
1512,2335
1812,981
1231,1175
1482,1995
1302,2104
837,143
1382,92
1202,1283
1261,1246
2156,1227
1207,1172
1669,2283
1538,2241
1421,2407
1391,2254
1815,832
1122,1308
1464,1954
1155,1299
1130,1274
1600,2291
1048,1783
2141,1240
2442,1613
803,132
1643,1055
1662,2296
2153,1291
1256,1256
1406,2339
787,330
1459,2330
1576,2063
1836,940
1315,1979
1638,941
1536,2027
1430,1960
1566,2054
1791,972
1578,2085
1794,802
698,314
1142,1300
1865,988
1256,1998
1520,839
975,549
1715,686
1735,1030
725,488
774,210
707,480
1654,2343
1648,724
1522,2082
1663,2307
1119,1102
773,221
1474,2238
1591,2133
1568,1969
679,1411
757,351
1721,729
1701,939
1237,1197
1469,2119
1372,2210
1339,2055
1333,2364
1682,989
1721,755
1699,848
236,524
1436,2384
1816,956
1893,1013
1654,819
1091,1143
1339,2192
2174,1292
1464,2114
1765,931
1659,2295
1404,2172
1710,854
1290,1914
1816,998
1728,937
1708,799
1347,2044
1168,1163
1160,1154
1249,1229
1515,1967
1443,2326
1473,2250
1819,1039
1378,2244
1471,2085
1110,1099
1122,1262
1711,701
2432,1606
1722,1139
729,335
1393,107
1459,1959
1633,927
742,96
1563,2241
1537,862
1141,1179
1470,2376
1396,2059
751,296
1832,920
1733,708
1335,2250
1738,863
1587,2135
1647,2310
1681,2418
1739,932
1801,857
1571,777
1567,2099
1672,2388
1614,2385
1535,2275
1519,2106
1272,2060
1343,2138
1367,2241
2395,2264
684,465
1883,959
1263,1239
1915,940
755,463
1624,819
1811,990
1418,1912
1389,2161
1381,2125
1671,721
1414,2015
1658,2344
780,125
1735,1047
797,353
1103,1143
1436,2387
1719,1096
1232,1239
750,473
1600,2350
1462,2306
1329,1980
1655,686
1455,2337
2223,1236
784,142
1453,2237
1607,975
1451,2292
2198,1289
1612,935
1576,905
1488,2309
1882,896
1155,1126
1305,2256
782,347
1704,856
1389,2087
1473,2220
1242,1229
1692,1012
1013,602
1368,95
824,237
1702,771
1552,881
1351,2014
1450,2378
1212,1271
1721,1140
1920,1003
1203,1300
1672,1088
927,1062
1742,863
1549,2126
723,365
1302,1971
695,427
1366,2208
1426,1969
1592,2351
1347,2045
739,185
1864,830
811,134
1278,2102
1518,2205
1150,1147
729,273
1773,967
2433,1640
1597,2166
733,462
1408,2081
948,1065
1756,743
1808,784
1326,2306
1295,2110
1535,843
1142,1251
1151,1130
1711,940
1320,1972
1529,2357
233,462
1322,1938
1507,2009
1432,2137
1907,957
1340,2190
1701,917
1356,2258
1357,2351
1548,876
1002,627
1818,974
1311,2165
813,248
797,302
2178,1273
1310,2155
780,368
718,491
1808,833
1285,2159
1356,1950
1215,1164
2179,1243
1675,855
1895,1017
1537,907
1393,2027
807,74
1329,2044
1892,1019
1168,1175
1411,102
1645,772
1758,1043
1225,1175
1560,802
756,432
1750,751
777,407
1666,967
754,425
752,329
738,391
638,434
1564,2240
1135,1155
1372,2309
1614,892
1434,1990
766,141
1482,2176
1716,1054
1261,1253
1598,2276
1113,1124
667,440
770,102
1338,1936
1848,1042
663,445
1350,106
1429,2345
1857,1053
828,290
1541,880
1270,1259
1531,2303
1426,2252
1266,2001
1616,861
1451,2010
1362,1985
1314,1988
1344,2299
2152,1284
1366,2304
1380,1986
1542,2388
1583,2206
748,121
1670,975
1450,2008
1586,2135
854,126
1570,2313
1766,1043
1266,2070
768,218
669,407
1445,1997
1575,2094
1065,1789
1226,1299
1817,1017
2123,1265
1549,823
745,133
1695,953
1392,1918
1155,1157
1176,1185
1343,2280
718,451
1332,2209
730,145
1914,942
1388,2297
1586,2280
1322,2231
1401,2301
1254,1951
1381,124
837,133
1369,1952
1719,763
1707,1021
1688,782
1441,2214
1585,2062
1586,2397
1323,1869
1872,961
1692,775
1839,920
1349,2212
861,164
1789,775
1607,2177
706,322
1517,2380
1661,811
1767,724
1268,1955
1704,997
1297,2245
1396,2384
1446,2179
1121,1131
1772,833
291,510
1426,1924
1677,823
820,205
1690,669
1139,1138
1414,117
1343,2069
1641,995
1617,984
1473,1980
1577,2055
779,391
1185,1162
1858,966
1740,1108
1816,897
756,333
1698,883
1496,1968
1607,999
1720,1022
1780,941
1782,1093
1645,822
1329,2218
805,230
1598,942
1655,2284
1418,2105
1526,845
1454,2080
672,450
745,189
1448,2117
1355,2394
823,332
1815,976
757,443
1525,2112
765,321
1366,1876
1313,2017
1358,2406
1687,2295
1519,2232
1821,983
1657,2347
1703,1099
1796,771
1332,2202
1371,1919
702,297
1728,820
1593,900
1539,2036
778,297
1521,2328
1480,2327
1432,2220
1573,2012
1323,2402
1148,1159
1374,107
1257,1956
1721,1136
1563,2363
1520,2207
1774,915
1296,2003
1105,1160
1012,613
1184,1155
726,324
1666,1042
1372,2134
1676,2354
1263,1241
1326,2001
1266,1950
1678,815
686,414
1617,800
1570,917
1538,2373
1591,2207
1376,2043
1262,1974
1600,2366
1390,2360
1408,2148
1524,2162
1715,1001
1408,2212
1287,1966
790,383
1776,1064
1502,1963
790,170
1804,857
1530,2297
706,465
2411,2277
1540,869
1299,2072
1844,1017
1370,2270
1346,2227
1349,1937
1849,867
1422,2282
1247,1978
1477,2285
1766,1068
1724,1005
1427,2339
2186,1290
802,239
1563,2093
1615,716
1561,2071
1570,1985
1796,928
1698,671
1366,2196
1414,2148
1131,1244
1226,1151
1622,919
1725,899
699,368
1751,818
1284,2104
852,191
827,181
1842,978
1157,1276
737,104
1330,1903
1592,2305
1662,800
1590,2209
1297,1883
1480,2036
1505,2010
754,136
1548,928
1602,2340
1647,2259
1311,1254
2156,1244
1730,799
684,425
1017,584
1559,943
1659,700
1512,834
1801,1075
1423,2165
1417,1976
1325,2314
790,355
1696,2257
1412,1975
1534,1968
1145,1306
1410,2266
773,377
1541,780
1430,1951
1784,1069
1461,2067
794,276
223,474
1356,1927
769,71
1805,989
1448,2128
1726,687
247,502
1614,2386
1371,2107
2396,1552
1132,1176
1505,2009
1356,2235
1408,2367
749,119
1777,929
1744,841
662,385
695,462
1786,909
1367,128
1475,2150
1495,2243
223,533
700,503
1867,827
1329,2404
1648,780
1687,1085
1735,1089
1500,2190
2109,1264
1741,758
1742,972
1574,2317
1252,1985
1695,931
1860,1050
653,408
1125,1148
1695,703
1232,1943
1381,2326
1451,2359
1626,1003
1121,1119
1121,1103
1286,1948
1797,938
1871,995
701,409
778,371
1215,1182
1564,2287
1554,2056
841,200
1412,2146
1235,1958
756,126
1107,1224
1848,978
1816,1066
1406,2380
1164,1189
2417,1546
860,180
1724,1039
1401,2013
1191,1296
1331,2128
1489,2349
947,1078
2148,1287
1733,712
837,281
1720,1143
770,433
1771,721
1278,1899
1286,2144
1559,2124
1414,2009
753,378
1731,1066
753,349
1667,732
1367,2021
1783,736
1521,2305
1272,1280
823,97
809,176
1539,2132
1500,2382
1283,1892
1566,2192
1411,2213
818,116
1194,1300
1196,1119
1793,753
1608,827
1374,2041
1817,971
778,83
1530,809
1332,2006
1310,2137
1328,1875
1592,2294
732,485
1397,99
1458,1948
1819,782
752,125
1268,1250
1092,1122
1629,2348
768,197
1552,2351
1613,969
1688,1086
1548,799
1120,1175
1675,994
710,336
1564,2382
1283,1875
1459,2349
1722,1088
1528,2152
807,253
1382,101
1321,2170
1739,789
1154,1082
792,267
1644,2306
1373,2324
1250,1223
1565,2047
1386,1970
1602,740
1375,1910
1781,914
1135,1073
1569,2361
1619,945
1468,2380
1242,1974
1400,2047
1535,778
1612,1005
1602,814
743,126
241,487
1196,1293
1225,1156
1713,727
1631,872
1312,1949
1341,2397
1286,1255
689,326
1318,2157
1343,2379
1546,2340
1575,793
1372,2011
1764,1082
1137,1206
1380,2033
732,268
1557,2240
734,176
1433,2314
1187,1251
1578,2381
713,529
1548,886
990,573
1545,2216
1567,2014
1516,2273
1480,2173
1599,867
759,76
674,1411
1371,2318
1157,1305
1688,721
1607,2375
1532,1979
723,456
1154,1073
1334,2222
1622,2345
1530,1959
1870,917
1433,2030
1804,969
818,291
1681,810
1685,2259
1851,689
1727,1131
1621,2341
1699,2346
1672,2386
1567,2112
1266,1888
2098,1269
1304,2168
1699,803
1204,1273
1812,868
803,186
1419,2181
1430,1949
1295,2046
816,84
1648,848
1671,2356
1399,2055
1276,1927
1465,2185
838,218
1249,1276
1285,1277
1299,1967
1619,2376
1470,2185
1111,1103
1420,2214
1799,1022
1457,2311
1824,1060
2173,1288
1657,799
1197,1275
1738,942
1698,1023
1681,1049
715,334
1257,1271
1768,945
1380,1913
1243,1236
1658,863
1362,2003
813,307
1226,1165
1599,950
1349,1908
1699,834
1276,1959
1452,2073
1583,2378
1309,2253
1742,758
1690,2299
1526,787
1703,905
1476,2203
1160,1291
1550,934
1470,2098
805,142
1446,2236
1550,892
1736,1034
1420,2219
1659,954
1422,2030
1791,884
1450,2001
1727,921
1743,790
1269,1888
1338,2014
784,305
1525,2191
1403,2206
803,279
1641,2265
863,289
1703,744
723,325
1529,873
702,407
1861,961
2202,1217
1851,714
1632,965
1825,803
1442,2075
1106,1212
1066,1771
1511,792
1174,1281
1549,2114
1701,1010
1323,2206
2431,1608
1796,887
1702,2387
1372,1952
1628,989
1387,2099
739,87
736,326
1344,2357
1597,2105
645,411
1723,1143
1562,899
1225,1189
791,124
1712,1061
724,481
1370,2405
1348,2211
1777,1080
1657,736
1517,2384
227,499
1630,894
719,407
993,607
1291,1935
1236,1927
1761,811
1673,2257
1654,935
1480,2258
1826,2436
804,233
1390,2357
1629,2347
1658,702
1439,2246
770,240
1469,2341
1419,2378
1829,1064
1438,2065
1657,1077
1820,952
1405,2283
1287,2049
1335,2406
1611,738
763,203
1616,2296
1763,873
1688,2400
1863,882
1413,2234
1319,2261
823,158
1159,1292
1908,945
1659,2273
1664,761
2100,1254
1236,1278
1586,953
1339,2035
804,89
1333,2274
821,291
1420,1915
1530,2305
1514,2219
1771,980
1645,739
697,422
1571,2400
739,168
748,294
1748,868
1855,1036
710,521
824,168
1429,2077
787,317
1542,2342
1554,792
2112,1258
1343,2055
1676,1022
1383,2310
1403,90
2401,2202
1581,2032
1691,2334
1567,2274
1236,1227
1313,2181
1425,1923
1360,1961
1485,2307
1233,1930
1661,2253
1587,2180
1482,2217
1325,1973
1291,1987
268,529
1854,1006
1744,801
1436,2239
1535,2268
1504,2327
1500,2304
781,381
1858,708
1841,736
1773,1079
845,167
2159,1307
1453,1956
1501,2090
1545,2004
1188,1121
1639,2280
1392,2074
1541,2210
1328,2231
1321,2084
1724,1066
1325,2386
1553,785
732,325
1417,2119
1646,950
1714,753
1723,833
1823,992
1778,1105
1396,1891
1260,1945
1566,2038
1610,2390
1513,803
1550,770
743,424
1756,766
1816,1046
1649,870
1820,1026
1288,1277
2382,1519
2420,2277
1140,1153
1745,776
1501,2008
1512,2113
1295,1892
1389,1977
1764,838
1556,2212
1099,1199
1179,1176
732,276
753,161
1405,2088
1471,2074
1455,1987
1705,859
1511,2003
1871,943
1676,1020
1414,2018
998,617
730,155
1760,1121
1577,2335
1720,1123
1724,753
1373,2275
1728,662
1781,781
706,454
1265,1267
1662,1077
1395,123
1573,2121
1458,2067
1231,1914
1663,1044
1477,2093
715,116
740,313
1522,798
1610,841
1356,2134
1310,2062
784,364
1328,2241
1083,1106
2413,1540
1620,993
1804,901
1797,774
1796,845
1746,992
1484,2160
1664,705
1676,1095
1679,1000
1853,795
1777,1012
2130,1285
1829,776
1302,1981
1236,1225
1746,762
2431,1630
1622,2376
707,476
1624,850
674,1387
1620,1000
1543,2086
1439,2112
1500,2206
1308,2062
1363,2211
1539,2254
795,147
826,262
1170,1157
1603,940
1565,2155
1862,964
1467,2222
1119,1163
676,466
692,435
1275,1232
732,422
1769,984
1295,1950
1681,879
1757,1086
1172,1242
1335,2046
1617,2328
1558,765
1776,1048
807,205
1330,2333
749,360
1640,961
797,86
1649,2260
1414,2070
1844,799
794,217
1552,2226
1842,722
2432,2255
796,368
1795,822
1186,1232
262,479
1410,2342
1550,2078
762,180
1272,1234
1602,893
1766,1070
1489,2110
1580,940
1227,1190
1439,2083
1692,815
1232,1246
1174,1129
1926,994
1543,2093
1317,2326
1734,901
1557,2093
1402,2341
1268,2047
1200,1198
1423,1934
1533,2119
1285,2011
2164,1318
1414,2066
1502,2242
689,459
1203,1189
1787,967
1729,755
1831,872
1095,1142
1568,2146
1431,2348
1502,2304
1133,1227
221,527
1699,1020
1109,1263
1177,1183
1314,2173
1582,2254
1758,1001
705,488
1683,666
1454,2147
686,427
1819,1078
1779,849
817,111
1696,1008
1721,746
2144,1273
1587,806
1538,866
1140,1314
1676,1017
1687,669
1464,2117
1260,1897
1258,1220
1418,1953
1531,2322
222,500
2160,1301
1521,2255
1134,1267
1578,2214
1567,2259
1171,1122
1754,842
1348,2184
1567,2015
1566,903
839,135
1352,2011
1444,2301
1365,2306
1226,1178
1211,1282
1151,1079
1684,786
1732,1019
1369,2111
1687,861
763,160
1254,1948
673,474
738,459
874,153
779,307
1780,927
1492,1976
1522,2058
1315,2062
1603,912
733,311
727,391
1347,120
1601,766
813,245
1106,1224
1851,1007
1717,974
1312,2121
1282,1975
1461,2253
1745,742
1703,942
1541,2197
1698,781
1645,759
1735,961
1320,2286
1153,1068
1405,1969
1387,2408
1836,797
1463,2243
1727,657
1807,1076
1145,1078
1507,2268
1811,1022
1670,2324
1555,892
1624,1011
1690,965
1861,892
1570,795
1845,1014
1756,837
1371,2151
1386,2402
1245,1290
1554,2138
306,546
798,342
1456,2014
1664,1085
1794,1009
1654,2373
1142,1202
1484,2343
1734,890
2188,1247
682,435
1781,804
1238,1290
1474,2119
1695,807
1235,1212
1688,992
1746,1046
1491,2254
1362,1930
1559,2098
1580,935
1281,1930
1578,760
1316,2039
1467,2216
1533,2248
1576,2382
1517,2090
1130,1272
1688,1120
1697,2343
1415,1924
1674,831
1506,2149
738,282
1692,1043
1357,2002
1665,807
709,457
1639,1007
1243,1216
1738,1118
1276,2077
1318,1929
1363,1999
1345,2078
1485,2326
699,479
1646,1049
728,107
1166,1192
1474,2148
744,386
1642,2391
1699,727
1509,2081
1637,2251
775,139
1401,2393
838,266
1697,954
1845,735
1212,1185
1139,1220
745,479
1491,1937
1474,2099
1530,2296
1759,882
1451,2186
1247,1224
1812,812
1684,828
1745,1072
1536,2363
1417,2190
1137,1164
1454,2084
1454,2223
1784,954
1194,1220
1618,909
1509,2272
1837,702
1557,2227
1242,1983
1478,2177
1798,860
1230,1293
1502,2130
1513,1995
1745,971
1334,2200
2439,1601
1475,2309
1692,2360
1466,2342
1702,777
1411,1924
1538,2044
1649,2325
852,144
1302,1931
1518,2010
1542,2232
1769,1093
1830,889
726,500
1838,708
1602,2230
1736,847
1676,2416
1839,878
1110,1184
1524,2233
1258,1213
1620,2346
1377,2255
1780,1043
2092,1281
1656,2362
1501,2173
1382,2266
1447,2267
1860,948
813,182
1596,2092
2208,1279
1391,2183
1293,1988
1531,2045
1371,2091
1418,2314
657,415
663,401
1656,749
1792,821
699,462
1770,939
1725,1146
1485,2203
1720,815
1560,2061
730,279
1191,1193
754,326
773,105
1454,2069
726,347
771,316
1559,2250
1205,1293
1672,2286
1748,1053
1380,1920
1513,2118
1509,2107
1706,748
1658,1013
1595,736
1643,863
1161,1238
1832,713
792,349
1568,775
1800,951
1724,956
1497,2058
1431,1952
1287,1984
1674,950
1432,2054
1419,2252
1153,1130
923,1070
1464,2133
1259,1887
1515,1979
1547,2381
1883,905
959,574
698,397
1510,2297
1699,746
1559,2391
1003,593
1591,2065
1713,661
1490,816
766,405
1667,1041
1498,2165
1266,1969
1877,995
1662,702
1546,2289
1520,2128
1827,801
1367,2393
1687,742
1428,2328
1027,614
1699,940
1559,828
1340,2253
219,447
1415,2340
1553,2020
692,492
1649,2352
1699,658
1300,2024
1357,2312
1773,1072
1473,2024
1362,2208
1302,2041
1716,795
1402,2096
1369,2021
1216,1295
1410,1975
1632,890
1435,2051
1131,1155
1150,1187
1459,2308
1634,924
1431,2405
1365,2370
1298,2194
1851,908
2399,2265
1801,1014
1647,787
1158,1093
1761,897
1294,2134
1654,704
1606,2219
1921,991
1593,894
1131,1087
2157,1259
1652,936
1859,947
1621,2259
1497,2264
1187,1125
1154,1138
729,175
1550,2052
1887,1024
1751,708
1893,948
1727,722
1661,1078
1544,772
1664,1009
1300,2268
1391,123
1401,2187
1353,2388
1405,2143
1355,2377
1354,1913
756,420
838,166
1749,739
1425,1889
1549,1962
1388,2226
1861,978
1377,1952
1841,998
1681,1091
1228,1930
1009,588
738,347
858,123
1410,2200
1565,2035
1857,929
1737,1107
1386,2250
1611,2273
1599,837
1471,2099
1059,1773
1352,1950
1516,2266
1649,2259
1528,2062
2122,1273
1574,2074
2384,1544
1197,1152
805,103
761,374
1805,1047
1259,1218
818,170
1462,2346
1577,908
1727,952
1642,2306
1562,2298
1671,847
1116,1227
1165,1188
714,442
1857,1037
1510,2199
1368,2350
1365,2333
1833,825
767,132
1275,1280
855,167
691,412
724,446
874,159
1598,2362
1200,1243
1537,829
1880,974
1462,2174
1250,1901
916,1083
1491,1969
1250,1991
1682,2271
671,360
1326,2341
1198,1126
1528,2277
840,199
801,225
1372,1934
1806,1042
1389,1937
1798,852
1499,2030
1567,2292
844,150
1768,1112
1154,1078
1509,1996
1346,2302
748,405
1727,1081
1504,2236
1088,1126
1689,1094
1285,1941
2386,1510
1523,812
1560,1980
1760,905
233,483
1798,750
1529,2199
2164,1307
736,447
1627,2370
1309,2031
1383,122
1496,2096
1309,1965
1443,2350
1298,2208
1286,1984
2184,1306
1407,2360
1129,1079
1748,954
1242,1178
1363,1958
1366,108
1759,1108
1878,909
1869,855
1423,1995
1655,2339
2213,1219
1673,2251
1660,935
1712,788
758,365
1671,722
1303,1887
1805,821
1818,2446
1116,1117
1303,1925
780,291
1588,2089
1324,1969
1375,2112
1527,2348
1707,649
1482,2178
1562,2170
1349,2402
1784,900
1578,2298
816,185
692,414
786,279
1408,2100
735,292
1585,939
1624,2375
856,285
1699,690
1167,1177
1590,2369
1768,1114
1557,2170
1831,893
2193,1259
1691,1061
1886,934
726,465
1423,2251
773,381
1455,2162
1740,731
1805,884
1173,1183
1516,2026
1588,2243
1333,2096
1486,2004
787,321
1779,830
814,266
1615,901
799,79
1509,1986
821,115
674,371
1742,1038
1344,2253
1512,1964
784,114
1518,795
1378,2117
1560,2120
1327,2137
2374,1482
1622,974
1715,693
1298,1967
1887,915
1113,1263
1753,734
1794,993
1644,2376
1538,2162
949,1086
1669,861
1501,2214
1394,2356
1501,2197
1614,2321
1657,981
1273,1261
1166,1160
723,449
1592,916
1435,2326
1664,2409
686,379
